"","month","year","sum"
"2263",4,2015,9.9
"2264",5,1990,56.2
"2265",5,1992,7.8
"2266",5,2013,17
"2267",5,2014,9.9
"2268",5,2015,5.1
"2269",6,1990,57.9
"2270",6,1991,36.4
"2271",6,2014,13.2
"2272",7,1990,54.8
"2273",7,1991,27.9
"2274",7,1992,20.3
"2275",7,2013,17.5
"2276",8,1990,98.9
"2277",8,1991,14
"2278",8,1992,70.3
"2279",8,2013,32.1
"2280",9,1990,54.3
"2281",9,1991,6.9
"2282",9,1992,37.5
"2283",9,2012,7.1
"2284",9,2013,132.9
"2285",10,1990,44.8
"2286",10,1991,17.5
"2287",10,1992,54
"2288",10,2012,34.1
"2289",10,2013,10.9
"2290",10,2014,11.9
"2291",10,2015,39.9
"2292",11,1990,73.2
"2293",11,1991,22
"2294",11,1992,72
"2295",11,2012,21.4
"2296",11,2013,5.1
"2297",11,2014,5.1
"2298",11,2015,138.5
"2299",12,1990,13.2
"2300",12,1991,5.4
"2301",12,1992,5.9
"2302",12,2012,26.2
"2303",12,2013,16.5
"2304",12,2014,54.4
"2305",12,2015,21.4
"2306",1,1990,12.3
"2307",1,1991,11.6
"2308",1,1992,15.3
"2309",1,2013,6.1
"2310",2,1991,5.8
"2311",2,1992,24.8
"2312",2,2013,7.1
"2313",2,2015,5.1
"2314",3,1990,6.7
"2315",3,2013,27.9
"2316",4,1990,33.8
"2317",4,1992,56.8
"2318",4,2013,40.3
"2319",4,2014,9.4
"2320",4,2015,6.4
"2321",5,1990,32.3
"2322",5,1991,16.9
"2323",5,1992,6.1
"2324",5,2013,5.8
"2325",5,2015,12.2
"2326",6,1990,63.6
"2327",6,1991,53.7
"2328",6,2014,15
"2329",6,2015,15
"2330",7,1990,24.8
"2331",7,1992,14
"2332",8,1990,76.5
"2333",8,1991,30.8
"2334",8,1992,18.1
"2335",8,2013,22.1
"2336",8,2014,38.9
"2337",9,1990,37.2
"2338",9,1991,6.1
"2339",9,1992,5.5
"2340",9,2013,17
"2341",9,2014,7.1
"2342",10,1990,40.9
"2343",10,1991,17.9
"2344",10,1992,46.1
"2345",10,2012,25.2
"2346",10,2014,5.6
"2347",10,2015,76
"2348",11,1990,96
"2349",11,1991,14.8
"2350",11,1992,20
"2351",11,2012,15
"2352",11,2015,36.4
"2353",12,1990,11.9
"2354",12,1991,11.3
"2355",12,2012,54.8
"2356",12,2014,13.5
"2357",12,2015,24.2
"2358",1,1990,12.1
"2359",1,1991,12.8
"2360",1,1992,12
"2361",1,1994,14
"2362",1,1995,26.1
"2363",1,1997,33
"2364",1,1999,21.6
"2365",2,1990,7.2
"2366",2,1991,8
"2367",2,1992,8.9
"2368",2,1993,6.1
"2369",2,1994,35.1
"2370",2,1995,24.9
"2371",2,1998,9.9
"2372",2,1999,26
"2373",3,1990,13.6
"2374",3,1991,8.8
"2375",3,1993,11.2
"2376",3,1995,6.1
"2377",3,1996,11.2
"2378",3,1998,7.1
"2379",4,1990,19
"2380",4,1991,46.7
"2381",4,1992,38.9
"2382",4,1993,57
"2383",4,1996,5.1
"2384",4,1997,21.3
"2385",5,1990,66.8
"2386",5,1991,13.2
"2387",5,1992,33.4
"2388",5,1994,36.8
"2389",5,1996,91.9
"2390",5,1997,20.8
"2391",5,1999,67.8
"2392",6,1990,109.4
"2393",6,1991,34.3
"2394",6,1992,38.5
"2395",6,1993,41.7
"2396",6,1994,108.3
"2397",6,1995,6.1
"2398",6,1996,109.3
"2399",6,1997,65.8
"2400",6,1999,16.3
"2401",7,1990,42.2
"2402",7,1991,24.8
"2403",7,1992,27.6
"2404",7,1993,77.5
"2405",7,1994,16
"2406",7,1995,15.2
"2407",7,1996,56.9
"2408",7,1997,13
"2409",7,1998,26.9
"2410",7,1999,44.7
"2411",8,1990,50.4
"2412",8,1991,70.6
"2413",8,1992,21.4
"2414",8,1993,24.1
"2415",8,1994,51
"2416",8,1995,24.9
"2417",8,1996,18.5
"2418",8,1998,41.7
"2419",8,1999,81.1
"2420",9,1990,43.3
"2421",9,1991,22.8
"2422",9,1992,7.3
"2423",9,1993,242.6
"2424",9,1995,20.1
"2425",9,1996,18
"2426",9,1997,21.6
"2427",9,1998,20.1
"2428",9,1999,51.6
"2429",10,1990,39.8
"2430",10,1991,26.8
"2431",10,1992,31.7
"2432",10,1994,14
"2433",10,1995,6.1
"2434",10,1996,5.1
"2435",10,1997,31
"2436",10,1998,42
"2437",11,1990,37
"2438",11,1991,43.1
"2439",11,1992,11.9
"2440",11,1994,15.5
"2441",11,1995,5.1
"2442",11,1996,25.9
"2443",11,1997,14
"2444",11,1998,36.8
"2445",12,1990,7.2
"2446",12,1992,6.3
"2447",12,1993,12.2
"2448",12,1994,11.7
"2449",12,1995,13.2
"2450",12,1996,5.1
"2451",12,1997,11.9
